Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"XLU, Long, 2022-03-31 (Price: 37.23)",Quarterly,2026-04-17 (Price: 46.16),46.1689 (Backtested Max),No Date Target,No Next Target,"23.99%, 4.1 years","2026-04-17 (Price: 46.16), 23.99% above",No Next Target,2028-02-04 (Max)/2026-10-24 (Avg),12.78/23.93/35.4254/30.3912/No F-Track Level/No F-Track Level/33.84,"100.0%, Past 27 years, 5",35.775,No Information,No Information,No Information,No Information,No Information,23.99% above/23.99% above/23.99% above,24.01%/15.95%/18.64%,"-0.0%, 39.64%",4.1 years/2.8 years/3.2 years,1.32%,2.9%,-1.58%,0.0,0.05,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
FRACTAL TRACK,"BYD.TO, Long, 2026-03-11 (Price: 218.93)",Daily,No Exit Yet,No Price Target,2026-04-17 (Min),37.74%/43.54%,"-23.33%, 1.2 month","2026-04-17 (Price: 167.85), 23.33% below",231.1901 (Historic Rise or Fall to Pivot)/244.3916 (Avg % Gain of Historic Winning trades)/256.21 (Function Specific Target)/256.6133 (Horizontal)/367.2583 (F-Stack 1)/388.6839 (F-Stack 2)/262.6722 (Backtested Max)/240.9325 (Backtested Min),2029-03-10 (Max)/2026-09-03 (Avg),215.55/190.7867/147.1212/139.9966/No F-Track Level/No F-Track Level/216.88,"88.89%, Past 5 years, 18",220.95,No Information,No Information,No Information,"50% (Price: 217.165), 22.71% below, Upmove Bounce Back","2025-08-08 (Price: 186.1), 2026-02-11 (Price: 248.23)",No Information,19.98%/10.05%/11.63%,"1.1%, 48.71%",2.1 years/26 days/4.1 months,34.23%,-3.21%,37.44%,0.0,-0.17,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
DELTADRIFT,"MFT.NZ, Long, 2026-04-05 (Price: 58.99)",Weekly,No Exit Yet,No Price Target,2026-04-15 (Min),9.98%/11.12%,"-3.03%, 12 days","2026-04-17 (Price: 57.2), 3.03% below",65.4258 (Historic Rise or Fall to Pivot)/64.2873 (Avg % Gain of Historic Winning trades)/64.86 (Function Specific Target)/85.45 (Horizontal)/105.252 (F-Stack 1)/119.9356 (F-Stack 2)/63.56 (EMA 200)/66.8888 (Backtested Max)/62.9069 (Backtested Min),2026-05-05 (Max)/2026-04-22 (Avg),58.66/55.185/54.7158/45.8971/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",58.89,No Information,No Information,No Information,No Information,No Information,No Information,13.39%/6.64%/8.98%,"14.48%, 14.87%",21 days/7 days/12 days,11.35%,8.97%,2.38%,2.22,0.51,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-11-24 (Price: 175.83)",Daily,No Exit Yet,No Price Target,2026-04-16 (Max),24.36%/25.97%,"-16.39%, 4.8 months","2026-04-17 (Price: 147.02), 16.39% below",186.96 (Historic Rise or Fall to Pivot)/185.2017 (Avg % Gain of Historic Winning trades)/197.8 (Function Specific Target)/209.885 (Horizontal)/227.7644 (F-Stack 1)/245.4058 (F-Stack 2)/182.84 (EMA 200)/194.5207 (Backtested Max),No Next Date Target,170.26/126.33/151.1683/123.9058/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"92.59%, Past 4 years, 27",174.97,No Information,No Information,No Information,No Information,No Information,16.61% below/16.39% below/16.39% below,10.63%/1.1%/5.33%,"34.17%, 47.61%",3.3 months/6 days/25 days,5.24%,3.17%,2.07%,0.0,0.2,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"SJ.TO, Long, 2026-03-11 (Price: 97.19)",Daily,No Exit Yet,No Price Target,2026-04-16 (Avg),17.52%/19.17%,"-13.87%, 1.2 month","2026-04-17 (Price: 83.71), 13.87% below",100.0571 (Historic Rise or Fall to Pivot)/99.7558 (Avg % Gain of Historic Winning trades)/134.1 (Function Specific Target)/123.2166 (F-Stack 2)/101.5733 (Backtested Max)/98.3757 (Backtested Min),2026-11-09 (Max),92.72/38.015/87.8633/66.807/No F-Track Level/No F-Track Level/83.33,"73.33%, Past 4 years, 30",97.15,No Information,No Information,No Information,No Information,No Information,13.14% below/13.87% below/13.87% below,4.51%/1.22%/2.64%,"21.83%, 34.43%",5.6 months/4 days/25 days,5.56%,13.24%,-7.68%,0.0,0.74,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2026-03-01 (Price: 68.82)",Weekly,2026-04-17 (Price: 74.24),No Price Target,No Date Target,25.63%/41.26%,"7.88%, 1.6 month","2026-04-17 (Price: 74.24), 7.88% above",104.8718 (F-Stack 1)/122.9238 (F-Stack 2)/93.2649 (Backtested Max),2027-06-21 (Max)/2026-09-25 (Avg),47.63/38.425/68.3859/48.7635/No F-Track Level/No F-Track Level/52.74,"92.0%, Past 10 years, 25",67.08,No Information,No Information,No Information,No Information,No Information,7.88% above/7.88% above/7.88% above,35.52%/4.37%/14.26%,"12.77%, 73.13%",11 months/28 days/4.8 months,13.72%,4.92%,8.8%,0.0,0.3,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
OSCILLATOR DELTA,"ENZL, Long, 2026-04-08 (Price: 44.43)",Daily,2026-04-17 (Price: 44.5703),No Price Target,2026-04-19 (Min),1.41%/2.33%,"0.32%, 9 days","2026-04-17 (Price: 44.5703), 0.32% above",45.8873 (Historic Rise or Fall to Pivot)/45.1986 (Avg % Gain of Historic Winning trades)/47.54 (Function Specific Target)/64.905 (Horizontal)/79.7363 (F-Stack 1)/84.688 (F-Stack 2)/45.61 (EMA 200)/46.9181 (Backtested Max),2026-09-15 (Max)/2026-04-19 (Min)/2026-05-20 (Avg),No Recent Minima/39.215/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"86.36%, Past 6 years, 22",44.36,No Information,No Information,No Information,No Information,No Information,No Information,5.6%/0.28%/1.73%,"12.19%, 13.09%",3.7 months/8 days/29 days,1.07%,-0.66%,1.73%,0.0,-0.18,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
SIGMASHELL,"BBTC.NS, Long, 2026-04-02 (Price: 1410.7)",Daily,No Exit Yet,1528.3524 (Historic Rise or Fall to Pivot),No Date Target,5.3%/19.05%,"8.2%, 15 days","2026-04-17 (Price: 1526.4), 8.2% above",1607.3516 (Avg % Gain of Historic Winning trades)/3412.111 (Function Specific Target)/2145.0 (Horizontal)/3412.111 (F-Stack 1)/3761.7441 (F-Stack 2)/1817.11 (EMA 200)/2102.6483 (Backtested Max),2026-12-05 (Max)/2026-06-14 (Min)/2026-08-14 (Avg),1322.0/846.25/1057.7422/973.2526/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 5 years, 9",1381.1,"-6.11, 72.22%",No Information,No Information,No Information,No Information,No Information,49.05%/0.11%/13.94%,"12.49%, 27.11%",5.7 months/1.7 month/3.1 months,19.37%,15.8%,3.57%,0.0,0.71,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
TRENDPULSE,"GRANULES.NS, Long, 2026-03-25 (Price: 629.05)",Daily,No Exit Yet,654.9669 (Avg % Gain of Historic Winning trades),2026-04-15 (Avg),5.12%/11.77%,"4.24%, 23 days","2026-04-17 (Price: 655.7), 4.24% above",732.8952 (F-Stack 1)/880.2014 (F-Stack 2)/689.2501 (Backtested Max),2026-05-16 (Max),554.35/229.525/454.1688/427.3502/No F-Track Level/No F-Track Level/541.45,"72.73%, Past 4 years, 22",612.0,No Information,No Information,No Information,No Information,No Information,8.14% above/4.24% above/4.24% above,9.57%/1.56%/4.12%,"15.65%, 34.75%",1.2 month/6 days/15 days,4.44%,17.34%,-12.9%,0.0,0.83,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
BASELINEDIVERGENCE,"MAZDOCK.NS, Long, 2026-03-15 (Price: 2328.0)",Weekly,No Exit Yet,2588.15 (Horizontal)/2649.95 (EMA 200),No Date Target,33.62%/41.38%,"12.39%, 1.1 month","2026-04-17 (Price: 2616.3999), 12.39% above",3495.9576 (Historic Rise or Fall to Pivot)/3698.9592 (Avg % Gain of Historic Winning trades)/4295.3759 (Function Specific Target)/4295.3759 (F-Stack 1)/5655.9245 (F-Stack 2)/6291.6528 (Backtested Max),2027-02-12 (Max)/2026-06-14 (Min)/2026-09-13 (Avg),2224.9/112.6583/1843.1138/1261.1932/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"84.75%, Past 5 years, 59",2488.3999,No Information,"^NSEI, Normal Case",No Information,No Information,No Information,No Information,170.26%/0.38%/58.89%,"6.25%, 28.55%",7.7 months/2.1 months/4.2 months,95.61%,52.74%,42.87%,0.0,2.02,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
TRENDPULSE,"PERSISTENT.NS, Long, 2025-11-20 (Price: 6350.5)",Daily,No Exit Yet,No Price Target,2026-04-16 (Max),22.87%/24.14%,"-14.24%, 4.9 months","2026-04-17 (Price: 5446.5), 14.24% below",6761.3773 (Historic Rise or Fall to Pivot)/6692.1569 (Avg % Gain of Historic Winning trades)/9946.3 (Function Specific Target)/9957.5854 (F-Stack 1)/15965.083 (F-Stack 2)/7238.9349 (Backtested Max),No Next Date Target,5781.0/1548.5125/6244.7475/3950.0879/No F-Track Level/No F-Track Level/5523.09,"74.07%, Past 4 years, 27",6316.0,No Information,No Information,No Information,No Information,No Information,13.77% below/14.24% below/14.24% below,13.99%/0.64%/5.38%,"7.08%, 34.03%",3.4 months/6 days/26 days,19.88%,42.44%,-22.56%,0.0,2.06,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-04-10 (Price: 115.28)",Daily,2026-04-15 (Price: 126.91),No Price Target,2026-04-18 (Min),-45.56%/-27.02%,"-10.56%, 7 days","2026-04-17 (Price: 127.45), 10.56% above",109.3892 (Historic Rise or Fall to Pivot)/108.2133 (Avg % Gain of Historic Winning trades)/107.5 (Function Specific Target)/93.0152 (F-Stack 1)/69.3828 (F-Stack 2),2026-07-27 (Max)/2026-04-18 (Min)/2026-05-16 (Avg),151.44/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/197.43,"96.88%, Past 4 years, 32",117.63,No Information,No Information,No Information,No Information,No Information,6.9% above/10.56% above/10.56% above,20.91%/0.24%/6.13%,"8.08%, 21.08%",2.5 months/6 days/25 days,16.92%,4.02%,12.9%,0.0,0.11,92.0%/25/16 days (Across ALL Assets),42.11%/19/13 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Short, 2026-01-31 (Price: 150.45)",Monthly,No Exit Yet,126.1128 (Horizontal),No Date Target,-38.73%/-27.02%,"15.29%, 2.5 months","2026-04-17 (Price: 127.45), 15.29% below",113.3791 (Avg % Gain of Historic Winning trades)/78.09 (Function Specific Target)/93.0152 (F-Stack 2),2026-10-23 (Max)/2026-09-05 (Min)/2026-09-13 (Avg),278.08/240.8933/293.2329/455.2123/No F-Track Level/No F-Track Level/229.74,"87.5%, Past 20 years, 8",181.7,No Information,No Information,No Information,No Information,No Information,32.76% below/15.29% below/15.29% below,41.9%/7.99%/24.64%,"41.99%, 41.9%",6.1 months/5 months/5.2 months,8.2%,4.79%,3.41%,0.0,0.24,100.0%/3/6.1 months (Across ALL Assets),0.0%/6/6.4 months (Across ALL Assets)
TRENDPULSE,"INDY, Short, 2026-03-29 (Price: 41.24)",Weekly,2026-04-17 (Price: 45.49),No Price Target,No Date Target,-33.28%/-22.31%,"-10.31%, 19 days","2026-04-17 (Price: 45.49), 10.31% above",40.8523 (Historic Rise or Fall to Pivot)/40.0234 (Avg % Gain of Historic Winning trades)/35.34 (Function Specific Target)/40.5875 (Horizontal)/37.969 (F-Stack 1)/30.3493 (F-Stack 2)/41.838 (Backtested Min),2026-07-28 (Max)/2026-05-20 (Min)/2026-06-06 (Avg),53.77/54.474/60.9145/68.1277/No F-Track Level/No F-Track Level/50.65,"85.71%, Past 10 years, 14",42.79,No Information,No Information,No Information,No Information,No Information,5.4% above/10.31% above/10.31% above,6.33%/1.45%/2.95%,"8.71%, 22.19%",2.8 months/1.2 month/1.6 month,5.16%,4.79%,0.37%,0.0,0.0,80.0%/5/2.2 months (Across ALL Assets),29.41%/17/1.3 month (Across ALL Assets)
TRENDPULSE,"INDY, Short, 2026-03-15 (Price: 43.16)",Weekly,2026-04-17 (Price: 45.49),No Price Target,No Date Target,-33.28%/-16.53%,"-5.4%, 1.1 month","2026-04-17 (Price: 45.49), 5.4% above",38.41 (Function Specific Target)/40.5875 (Horizontal)/37.969 (F-Stack 1)/30.3493 (F-Stack 2),2026-07-14 (Max)/2026-05-06 (Min)/2026-05-23 (Avg),53.77/54.474/60.9145/68.1277/No F-Track Level/No F-Track Level/51.19,"85.71%, Past 10 years, 14",44.53,No Information,No Information,No Information,No Information,No Information,5.4% above/2.59% above/5.4% above,6.33%/1.45%/2.95%,"8.71%, 22.19%",2.8 months/1.2 month/1.6 month,5.16%,4.79%,0.37%,0.0,0.0,80.0%/5/2.2 months (Across ALL Assets),29.41%/17/1.3 month (Across ALL Assets)
FRACTAL TRACK,"GOOG, Short, 2026-03-31 (Price: 286.86)",Quarterly,2026-04-17 (Price: 339.4),No Price Target,No Date Target,-75.1%/-62.63%,"-18.32%, 17 days","2026-04-17 (Price: 339.4), 18.32% above",245.753 (Avg % Gain of Historic Winning trades)/126.84 (Function Specific Target)/84.51 (Horizontal)/285.4807 (F-Stack 1)/240.3589 (F-Stack 2)/272.84 (EMA 200),No Next Date Target,313.8/No Horizontal Resistance/345.4418/365.3613/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 21 years, 4",317.59,No Information,No Information,No Information,"23.66% (Price: 287.0488), 18.24% above, Upmove Break Below","2022-12-31 (Price: 83.45), 2026-03-31 (Price: 350.15)",No Information,23.19%/7.72%/14.33%,"0.0%, 23.19%",3.1 months/3.1 months/3.1 months,6.79%,4.88%,1.91%,5.77,0.76,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets)
DELTADRIFT,"AMZN, Short, 2026-04-15 (Price: 248.5)",Daily,No Exit Yet,No Price Target,2026-04-19 (Min),-65.28%/-14.94%,"-0.83%, 2 days","2026-04-17 (Price: 250.56), 0.83% above",232.4966 (Historic Rise or Fall to Pivot)/242.3372 (Avg % Gain of Historic Winning trades)/237.42 (Function Specific Target)/86.995 (Horizontal)/231.81 (F-Stack 1)/213.1321 (F-Stack 2)/225.58 (EMA 200),2026-05-19 (Max)/2026-04-19 (Min)/2026-04-30 (Avg),249.02/No Horizontal Resistance/317.6152/339.3352/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 6",249.25,No Information,No Information,No Information,No Information,No Information,No Information,5.38%/0.94%/2.48%,"0%, 7.98%",24 days/3 days/11 days,7.68%,3.82%,3.86%,0.88,0.22,88.24%/34/4 days (Across ALL Assets),66.92%/130/6 days (Across ALL Assets)
TRENDPULSE,"ORCL, Short, 2026-04-08 (Price: 143.66)",Daily,2026-04-13 (Price: 155.62),No Price Target,2026-04-18 (Min),-52.71%/-49.14%,"-21.86%, 9 days","2026-04-17 (Price: 175.06), 21.86% above",131.6788 (Historic Rise or Fall to Pivot)/134.6813 (Avg % Gain of Historic Winning trades)/89.04 (Function Specific Target)/82.7925 (Horizontal)/117.4897 (F-Stack 1)/106.3198 (F-Stack 2),2026-05-06 (Max)/2026-04-18 (Min)/2026-04-23 (Avg),163.12/No Horizontal Resistance/300.069/376.1425/No F-Track Level/No F-Track Level/217.25,"90.0%, Past 4 years, 10",150.3,No Information,No Information,No Information,No Information,No Information,21.86% above/21.86% above/21.86% above,11.05%/3.55%/6.25%,"9.62%, 15.22%",20 days/7 days/11 days,11.44%,4.02%,7.42%,6.61,0.62,92.0%/25/16 days (Across ALL Assets),42.11%/19/13 days (Across ALL Assets)
DELTADRIFT,"QQQ, Short, 2026-04-16 (Price: 640.47)",Daily,No Exit Yet,No Price Target,2026-04-17 (Min),-60.39%/-13.17%,"-1.31%, 1 day","2026-04-17 (Price: 648.85), 1.31% above",630.3506 (Historic Rise or Fall to Pivot)/633.8732 (Avg % Gain of Historic Winning trades)/632.11 (Function Specific Target)/256.995 (Horizontal)/610.7303 (F-Stack 1)/563.3658 (F-Stack 2)/598.89 (EMA 200),2026-04-24 (Max)/2026-04-20 (Avg),No Recent Maxima/No Horizontal Resistance/836.2536/910.0135/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 7",639.215,No Information,No Information,No Information,No Information,No Information,No Information,1.64%/0.69%/1.03%,"2.57%, 1.72%",6 days/1 day/3 days,4.6%,3.82%,0.78%,-4.4,0.47,88.24%/34/4 days (Across ALL Assets),66.92%/130/6 days (Across ALL Assets)
FRACTAL TRACK,"HDB, Short, 2026-03-31 (Price: 24.88)",Quarterly,2026-04-17 (Price: 27.51),No Price Target,No Date Target,-48.86%/-41.19%,"-10.57%, 17 days","2026-04-17 (Price: 27.51), 10.57% above",21.5013 (Avg % Gain of Historic Winning trades)/16.18 (Function Specific Target)/21.1884 (F-Stack 1)/14.0692 (F-Stack 2),2027-04-30 (Max)/2026-08-08 (Min)/2026-10-16 (Avg),38.34/39.3812/40.717/51.346/No F-Track Level/No F-Track Level/34.18,"87.5%, Past 26 years, 8",36.65,No Information,No Information,No Information,"88.6% (Price: 26.958), 2.05% above, Upmove Break Below","2022-06-30 (Price: 25.305), 2025-09-30 (Price: 39.805)",No Information,27.06%/5.75%/13.58%,"11.89%, 27.06%",9.1 months/3 months/4.6 months,7.12%,4.88%,2.24%,1.53,0.52,100.0%/5/4.3 months (Across ALL Assets),53.85%/13/2.1 months (Across ALL Assets)
TRENDPULSE,"SPOT, Short, 2026-03-20 (Price: 474.54)",Daily,2026-04-14 (Price: 511.36),No Price Target,2026-04-19 (Max),-77.9%/-48.05%,"-13.08%, 28 days","2026-04-17 (Price: 536.61), 13.08% above",456.7922 (Historic Rise or Fall to Pivot)/456.1278 (Avg % Gain of Historic Winning trades)/278.75 (Function Specific Target)/118.6 (Horizontal)/456.7863 (F-Stack 1)/433.8097 (F-Stack 2),2026-04-19 (Max),565.19/No Horizontal Resistance/854.3544/896.959/No F-Track Level/No F-Track Level/625.21,"88.24%, Past 4 years, 17",479.38,No Information,No Information,No Information,No Information,No Information,3.85% above/13.08% above/13.08% above,6.21%/0.91%/3.88%,"11.41%, 12.38%",21 days/7 days/14 days,-0.76%,4.02%,-4.78%,0.0,0.74,92.0%/25/16 days (Across ALL Assets),42.11%/19/13 days (Across ALL Assets)
DELTADRIFT,"CNR.TO, Short, 2026-04-13 (Price: 152.89)",Daily,2026-04-15 (Price: 150.97),No Price Target,2026-04-15 (Min),-42.57%/-15.17%,"1.13%, 4 days","2026-04-17 (Price: 151.16), 1.13% below",148.0128 (Historic Rise or Fall to Pivot)/148.87 (Function Specific Target)/128.224 (Horizontal)/136.9828 (F-Stack 1)/86.815 (F-Stack 2)/136.9 (EMA 200),2026-05-23 (Max)/2026-04-28 (Avg),154.51/168.08/218.156/349.4971/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 6",151.87,No Information,No Information,No Information,No Information,No Information,No Information,3.03%/0.97%/2.07%,"0%, 5.6%",28 days/2 days/11 days,6.96%,3.82%,3.14%,2.95,-0.13,88.24%/34/4 days (Across ALL Assets),66.92%/130/6 days (Across ALL Assets)
DELTADRIFT,"MX.TO, Short, 2026-04-12 (Price: 82.76)",Weekly,2026-04-17 (Price: 74.24),No Price Target,No Date Target,-48.24%/-21.85%,"10.29%, 5 days","2026-04-17 (Price: 74.24), 10.29% below",38.425 (Horizontal)/69.4599 (F-Stack 2)/58.02 (EMA 200),2026-06-03 (Max)/2026-04-22 (Min)/2026-05-06 (Avg),90.57/No Horizontal Resistance/104.8718/111.623/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"83.33%, Past 15 years, 6",83.68,No Information,No Information,No Information,No Information,No Information,No Information,7.4%/2.52%/4.94%,"13.78%, 12.66%",1.2 month/7 days/17 days,4.0%,4.79%,-0.79%,-0.65,0.3,91.67%/12/29 days (Across ALL Assets),70.59%/34/1 month (Across ALL Assets)
DELTADRIFT,"SOXX, Short, 2026-04-14 (Price: 401.24)",Daily,No Exit Yet,No Price Target,2026-04-15 (Min)/2026-04-19 (Avg),-73.42%/-27.9%,"-3.61%, 3 days","2026-04-17 (Price: 415.71), 3.61% above",389.7244 (Avg % Gain of Historic Winning trades)/399.7 (Function Specific Target)/110.475 (Horizontal)/348.2242 (F-Stack 1)/301.3628 (F-Stack 2)/299.71 (EMA 200),2026-05-12 (Max)/2026-04-19 (Avg),No Recent Maxima/No Horizontal Resistance/411.0319/449.8184/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 9",397.84,No Information,No Information,No Information,No Information,No Information,No Information,4.31%/1.52%/2.87%,"3.28%, 6.71%",20 days/1 day/4 days,8.75%,3.82%,4.93%,-0.42,0.61,88.24%/34/4 days (Across ALL Assets),66.92%/130/6 days (Across ALL Assets)
